"","name","mean1","mean2","sd1","sd2"
"1","EMca",0.6985,0.3965,0.00494974746830584,0.0360624458405139
"2","EMmean",0.7375,0.439,0.0190918830920368,0.0197989898732233
"3","EMwmean",0.7365,0.4455,0.0162634559672906,0.0106066017177982
