"","name","mean1","mean2","sd1","sd2"
"1","EMca",0.846,0.557,0.0014142135623731,0
"2","EMmean",0.835,0.582,0,0
"3","EMwmean",0.829,0.5585,0.00565685424949239,0.00353553390593274
