"","acceptedScientificName","acceptedTaxonKey","adm1","adm2","associatedReferences","basisOfRecord","catalogNumber","class","classKey","cloc","collectionCode","collectionKey","continent","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","dynamicProperties","endDayOfYear","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","footprintSRS","footprintWKT","fullCountry","gbifID","gbifRegion","genericName","genus","genusKey","geodeticDatum","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","hostingOrganizationKey","http://unknown.org/captive_cultivated","http://unknown.org/georeferenceRemarks","http://unknown.org/language","http://unknown.org/license","http://unknown.org/nick","http://unknown.org/rightsHolder","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","installationKey","institutionCode","institutionID","institutionKey","isInCluster","islandGroup","ISO2","isSequenced","iucnRedListCategory","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationID","locationRemarks","lon","modified","month","municipality","nameAccordingTo","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismQuantity","organismQuantityType","organismRemarks","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","parentEventID","phylum","phylumKey","preparations","previousIdentifications","projectId","protocol","publishedByGbifRegion","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","typeStatus","verbatimDepth","verbatimEventDate","verbatimIdentification","verbatimLocality","vernacularName","vitality","waterBody","year","downloadDate"
"11","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","281758318","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",4,"United Kingdom",548,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2025-05-17T17:28:29",17,NA,NA,NA,137,"2025-05-17T14:57:43",NA,NA,"14:57:43+01:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","5167389633","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"dellk",NA,"633554819",NA,NA,NA,"Ben Holt","281758318",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,"NE",5167389633,"Animalia",1,NA,"2025-06-06T14:41:08.836+00:00","2025-06-07T02:09:29.172+00:00","2025-06-07T02:09:29.172+00:00",50.147375,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-5.057528,"2025-05-17T18:09:58.000+00:00",5,NA,NA,"https://www.inaturalist.org/observations/281758318",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","dellk",NA,"https://www.inaturalist.org/observations/281758318","dellk",NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",137,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2025-05-17 14:57:43",NA,"Falmouth TR11 4NZ, UK",NA,NA,NA,2025,2025-06-17
"12","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","281887366","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",8,"United Kingdom",548,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations",NA,17,NA,NA,NA,137,"2025-05-17T14:50:40",NA,NA,"14:50:40+01:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","5167099523","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"felixk22",NA,NA,NA,NA,NA,NA,"281887366",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,"NE",5167099523,"Animalia",1,NA,"2025-06-06T14:41:08.836+00:00","2025-06-07T00:45:21.287+00:00","2025-06-07T00:45:21.287+00:00",50.356562,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-4.126146,"2025-05-18T22:09:32.000+00:00",5,NA,NA,"https://www.inaturalist.org/observations/281887366",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","felixk22",NA,"https://www.inaturalist.org/observations/281887366","felixk22",NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",137,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2025-05-17 14:50:40",NA,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",NA,NA,NA,2025,2025-06-17
"13","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","196507825","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",67,"United Kingdom",548,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2024-01-13T13:56:27",13,NA,NA,NA,13,"2024-01-13T12:52:13Z",NA,NA,"12:52:13+00:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4512303527","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"vicky_rpp",NA,"442802555",NA,NA,NA,"Victoria Barlow","196507825",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,"NE",4512303527,"Animalia",1,NA,"2025-06-06T14:41:08.836+00:00","2025-06-07T01:43:48.902+00:00","2025-06-07T01:43:48.902+00:00",50.147739,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-5.057057,"2024-01-14T21:10:19.000+00:00",1,NA,NA,"https://www.inaturalist.org/observations/196507825",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Victoria Barlow",NA,"https://www.inaturalist.org/observations/196507825","Victoria Barlow",NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",13,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2024-01-13 12:52:13Z",NA,"Cliff Road, Falmouth, England, GB",NA,NA,NA,2024,2025-06-17
"14","Chthamalus montagui Southward, 1976",2115617,NA,NA,NA,"HUMAN_OBSERVATION","100761119785767606","Maxillopoda",203,"kilmore quay, Ireland, EUROPE","ExploreYourShore",NA,"EUROPE",100,"Ireland",263,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,11,NA,NA,"County=Wexford;Type of sighting=Alive",42,"2024-02-11",NA,NA,NA,"Chthamalidae",5104,NA,NA,NA,"Ireland","4601904472","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,"115202496",NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,"IE",FALSE,"NE",4601904472,"Animalia",1,NA,"2025-06-04T15:56:28.195+00:00","2025-06-04T15:56:57.169+00:00","2025-06-04T15:56:57.169+00:00",52.17398,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"kilmore quay",NA,NA,-6.586506,"2025-02-25T09:09:31.000+00:00",2,NA,NA,"ie.nbdc.dataset.ExploreYourShore.100761119785767606",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Seashore Explore - Therese Maddock",NA,NA,NA,NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",42,NA,NA,2115617,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2024,2025-06-17
"15","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","198802211","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",4,"United Kingdom",548,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2024-02-09T12:11:45",9,NA,NA,NA,40,"2024-02-09T12:11:26Z",NA,NA,"12:11:26+00:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4522662607","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"beastmaster7000",NA,"449979576",NA,NA,NA,"beastmaster7000","198802211",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,"NE",4522662607,"Animalia",1,NA,"2025-06-06T14:41:08.836+00:00","2025-06-07T02:02:02.232+00:00","2025-06-07T02:02:02.232+00:00",50.141947,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-5.068923,"2024-02-12T11:51:11.000+00:00",2,NA,NA,"https://www.inaturalist.org/observations/198802211",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","28eb1a3f-1c15-4a95-931a-4af90ecb574d","beastmaster7000",NA,"https://www.inaturalist.org/observations/198802211","beastmaster7000",NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",40,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2024-02-09 12:11:26Z",NA,"Falmouth Bay, Falmouth, England, GB",NA,NA,NA,2024,2025-06-17
"16","Chthamalus montagui Southward, 1976",2115617,NA,NA,NA,"HUMAN_OBSERVATION","100956379266680282","Maxillopoda",203,"kilmore quay, Ireland, EUROPE","ExploreYourShore",NA,"EUROPE",100,"Ireland",263,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,21,NA,NA,"County=Wexford;Type of sighting=Alive",112,"2024-04-21",NA,NA,NA,"Chthamalidae",5104,NA,NA,NA,"Ireland","4921050477","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,"115203816",NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,"IE",FALSE,"NE",4921050477,"Animalia",1,NA,"2025-06-04T15:56:28.195+00:00","2025-06-04T15:56:52.015+00:00","2025-06-04T15:56:52.015+00:00",52.173082,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"kilmore quay",NA,NA,-6.586534,"2025-02-25T09:09:31.000+00:00",4,NA,NA,"ie.nbdc.dataset.ExploreYourShore.100956379266680282",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Seashore Explore  - Therese Maddock",NA,NA,NA,NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",112,NA,NA,2115617,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2024,2025-06-17
"17","Chthamalus montagui Southward, 1976",2115617,NA,NA,NA,"HUMAN_OBSERVATION","101117785798612240","Maxillopoda",203,"Skerries Lifeboat Station, Ireland, EUROPE","ExploreYourShore",NA,"EUROPE",100,"Ireland",263,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,12,NA,NA,"County=Dublin;Abundance=1;Type of sighting=Alive",256,"2024-09-12",NA,NA,NA,"Chthamalidae",5104,NA,NA,NA,"Ireland","4986881752","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,"115207763",NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,"IE",FALSE,"NE",4986881752,"Animalia",1,NA,"2025-06-04T15:56:28.195+00:00","2025-06-04T15:56:50.351+00:00","2025-06-04T15:56:50.351+00:00",53.586432,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Skerries Lifeboat Station",NA,NA,-6.106582,"2025-02-25T09:09:31.000+00:00",9,NA,NA,"ie.nbdc.dataset.ExploreYourShore.101117785798612240",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Dave Wall",NA,NA,NA,NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",256,NA,NA,2115617,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2024,2025-06-17
"18","Chthamalus montagui Southward, 1976",2115617,NA,NA,NA,"HUMAN_OBSERVATION","101117785798612385","Maxillopoda",203,"Kilgalligan, Ireland, EUROPE","ExploreYourShore",NA,"EUROPE",100,"Ireland",263,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,20,NA,NA,"County=Mayo;Abundance=500;Type of sighting=Alive",264,"2024-09-20",NA,NA,NA,"Chthamalidae",5104,NA,NA,NA,"Ireland","4986882112","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,"115207908",NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,"IE",FALSE,"NE",4986882112,"Animalia",1,NA,"2025-06-04T15:56:28.195+00:00","2025-06-04T15:56:49.969+00:00","2025-06-04T15:56:49.969+00:00",54.30363,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Kilgalligan",NA,NA,-9.846656,"2025-02-25T09:09:31.000+00:00",9,NA,NA,"ie.nbdc.dataset.ExploreYourShore.101117785798612385",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Geraldine Nee",NA,NA,NA,NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",264,NA,NA,2115617,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2024,2025-06-17
"19","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","243075880","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",6,"United Kingdom",548,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2024-09-21T13:18:42",21,NA,NA,NA,265,"2024-09-21T14:17:46",NA,NA,"14:17:46+01:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4949859526","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"squirrelx",NA,"543180610",NA,NA,NA,"squirrelx","243075880",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,"NE",4949859526,"Animalia",1,NA,"2025-06-06T14:41:08.836+00:00","2025-06-07T02:13:27.423+00:00","2025-06-07T02:13:27.423+00:00",50.357477,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-4.12688,"2024-09-22T16:02:30.000+00:00",9,NA,NA,"https://www.inaturalist.org/observations/243075880",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","squirrelx",NA,"https://www.inaturalist.org/observations/243075880","squirrelx",NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",265,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2024-09-21 14:17:46",NA,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",NA,NA,NA,2024,2025-06-17
"20","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","248046463","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",6,"United Kingdom",548,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2024-10-19T11:10:04",19,NA,NA,NA,293,"2024-10-19T12:09:42",NA,NA,"12:09:42+01:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4973846452","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"laurad05",NA,"554151533",NA,NA,NA,"laurad05","248046463",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,"NE",4973846452,"Animalia",1,NA,"2025-06-06T14:41:08.836+00:00","2025-06-07T03:07:14.145+00:00","2025-06-07T03:07:14.145+00:00",50.145818,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-5.062194,"2025-04-06T08:38:48.000+00:00",10,NA,NA,"https://www.inaturalist.org/observations/248046463",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","28eb1a3f-1c15-4a95-931a-4af90ecb574d","laurad05",NA,"https://www.inaturalist.org/observations/248046463","laurad05",NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",293,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2024-10-19 12:09:42+01:00",NA,"Falmouth Bay, Falmouth, England, GB",NA,NA,NA,2024,2025-06-17
"21","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","248051638","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",775,"United Kingdom",548,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2024-10-19T11:59:17",19,NA,NA,NA,293,"2024-10-19T12:57:15",NA,NA,"12:57:15+01:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4974044626","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"polardanielm",NA,"554161378",NA,NA,NA,"Daniel Moore","248051638",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,"NE",4974044626,"Animalia",1,NA,"2025-06-06T14:41:08.836+00:00","2025-06-07T01:21:19.058+00:00","2025-06-07T01:21:19.058+00:00",50.149506,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-5.064019,"2025-04-06T08:44:38.000+00:00",10,NA,NA,"https://www.inaturalist.org/observations/248051638",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Daniel Moore",NA,"https://www.inaturalist.org/observations/248051638","Daniel Moore",NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",293,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2024-10-19 12:57:15",NA,"The Dell Car Park, Falmouth TR11 3HP, UK",NA,NA,NA,2024,2025-06-17
"22","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","251869369","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",12,"United Kingdom",548,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2024-11-16T11:02:19",16,NA,NA,NA,321,"2024-11-16T11:01:46Z",NA,NA,"11:01:46+00:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4982319175","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"aliceyypoo",NA,"564666814",NA,NA,NA,"aliceyypoo","251869369",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,"NE",4982319175,"Animalia",1,NA,"2025-06-06T14:41:08.836+00:00","2025-06-07T00:36:02.049+00:00","2025-06-07T00:36:02.049+00:00",50.147955,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-5.055596,"2025-04-12T00:03:01.000+00:00",11,NA,NA,"https://www.inaturalist.org/observations/251869369",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","aliceyypoo",NA,"https://www.inaturalist.org/observations/251869369","aliceyypoo",NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",321,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2024-11-16 11:01:46",NA,"Castle Drive, Falmouth TR11 4NF, UK",NA,NA,NA,2024,2025-06-17
"23","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","251872839","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",NA,"United Kingdom",548,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2024-11-16T11:47:21",16,NA,NA,NA,321,"2024-11-16T11:06:13Z",NA,NA,"11:06:13+00:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4981939268","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"oftd",NA,"564675968",NA,NA,NA,"Gavin Jones","251872839",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,"NE",4981939268,"Animalia",1,NA,"2025-06-06T14:41:08.836+00:00","2025-06-07T02:58:05.672+00:00","2025-06-07T02:58:05.672+00:00",50.357331,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-4.126897,"2025-04-12T00:07:22.000+00:00",11,NA,NA,"https://www.inaturalist.org/observations/251872839",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Gavin Jones",NA,"https://www.inaturalist.org/observations/251872839","Gavin Jones",NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",321,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2024-11-16 11:06:13",NA,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",NA,NA,NA,2024,2025-06-17
"24","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","255061015","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",4,"United Kingdom",548,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2024-12-14T10:04:51",14,NA,NA,NA,349,"2024-12-14T10:03:58Z",NA,NA,"10:03:58+00:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","5007052284","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"aliceyypoo",NA,"573830390",NA,NA,NA,"aliceyypoo","255061015",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,"NE",5007052284,"Animalia",1,NA,"2025-06-06T14:41:08.836+00:00","2025-06-07T00:43:44.699+00:00","2025-06-07T00:43:44.699+00:00",50.148039,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-5.056033,"2025-04-15T05:57:17.000+00:00",12,NA,NA,"https://www.inaturalist.org/observations/255061015",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","aliceyypoo",NA,"https://www.inaturalist.org/observations/255061015","aliceyypoo",NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",349,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2024-12-14 10:03:58",NA,"Castle Drive, Falmouth TR11 4NF, UK",NA,NA,NA,2024,2025-06-17
