"","acceptedScientificName","acceptedTaxonKey","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","collectionKey","continent","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","distanceFromCentroidInMeters","dynamicProperties","endDayOfYear","eventDate","eventID","eventRemarks","eventTime","eventType","family","familyKey","fieldNotes","fieldNumber","footprintSRS","footprintWKT","fullCountry","gbifID","gbifRegion","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","hostingOrganizationKey","http://unknown.org/captive_cultivated","http://unknown.org/georeferenceRemarks","http://unknown.org/language","http://unknown.org/license","http://unknown.org/modified","http://unknown.org/nick","http://unknown.org/recordEnteredBy","http://unknown.org/recordID","http://unknown.org/rightsHolder","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","installationKey","institutionCode","institutionID","institutionKey","isInCluster","island","islandGroup","ISO2","isSequenced","iucnRedListCategory","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationID","locationRemarks","lon","modified","month","municipality","nameAccordingTo","nameAccordingToID","namePublishedInID","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismQuantity","organismQuantityType","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","parentEventID","phylum","phylumKey","preparations","previousIdentifications","projectId","protocol","publishedByGbifRegion","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","verbatimCoordinateSystem","verbatimDepth","verbatimEventDate","verbatimIdentification","verbatimLocality","waterBody","year","downloadDate"
"40","Bifurcaria bifurcata R.Ross",3197821,"England",NA,NA,NA,"HUMAN_OBSERVATION",NA,"181031098","Phaeophyceae",7073593,"United Kingdom, EUROPE","Observations",NA,NA,"EUROPE",122,"United Kingdom",547,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-08-31T10:21:40",29,NA,NA,NA,NA,NA,241,"2023-08-29T22:00",NA,NA,"22:00:00+01:00",NA,"Sargassaceae",7733,NA,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4407208210","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,NA,"john_hepburn",NA,NA,NA,"403245031",NA,NA,NA,NA,"Héctor Ibáñez Cantero","181031098",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,NA,"GB",FALSE,"NE",4407208210,"Chromista",4,NA,"2025-05-30T13:42:03.106+00:00","2025-05-31T01:09:42.732+00:00","2025-05-31T01:09:42.732+00:00",50.31512,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,-4.083024,"2023-08-31T16:54:42.000+00:00",8,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/181031098",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","John Hepburn",NA,"https://www.inaturalist.org/observations/181031098",NA,"John Hepburn",NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",241,NA,"343396",3197821,"ACCEPTED","SPECIES",NA,NA,NA,"2023/08/29 10:00 PM",NA,"Wembury, Blackstone Rocks",NA,2023,2025-06-03
"41","Bifurcaria bifurcata R.Ross",3197821,"Manche (50)",NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,"Phaeophyceae",7073593,"Gatteville-le-Phare, France, EUROPE",NA,NA,NA,"EUROPE",NA,"France",151,NA,"8a863029-f435-446a-821e-275f4f641165",NA,NA,11,NA,NA,NA,NA,NA,223,"2023-08-11",NA,NA,"11:03","Observation","Sargassaceae",7733,NA,NA,NA,NA,"France","5164570384","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,"unknown",NA,NA,"c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved | Expert | Evidence",NA,"343875901",1,NA,"a0e05292-3d09-4eae-9f83-02ae3516283c",NA,NA,NA,FALSE,NA,NA,"FR",FALSE,"NE",5164570384,"Chromista",4,NA,"2025-05-27T18:08:05.893+00:00","2025-05-27T22:34:32.932+00:00","2025-05-27T22:34:32.932+00:00",49.684597,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Unknown","Gatteville-le-Phare",NA,NA,-1.305573,"2025-05-23T06:15:00.000+00:00",8,NA,NA,NA,NA,NA,"https://observation.org/observation/343875901",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","EUROPE","NL","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","User 762497",NA,NA,NA,"Stichting Observation International","unknown","Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",223,NA,NA,3197821,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,2023,2025-06-03
"42","Bifurcaria bifurcata R.Ross",3197821,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,"100956379266680035","Phaeophyceae",7073593,"Aghabeg, Ireland, EUROPE","ExploreYourShore",NA,NA,"EUROPE",100,"Ireland",262,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,17,NA,NA,NA,NA,"County=Cork;Type of sighting=Alive",260,"2023-09-17",NA,NA,NA,NA,"Sargassaceae",7733,NA,NA,NA,NA,"Ireland","4921051709","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115203569",NA,NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,NA,"IE",FALSE,"NE",4921051709,"Chromista",4,NA,"2025-05-28T14:36:22.279+00:00","2025-05-28T14:36:44.132+00:00","2025-05-28T14:36:44.132+00:00",51.661852,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Aghabeg",NA,NA,-9.773385,"2025-02-25T09:09:31.000+00:00",9,NA,NA,NA,NA,NA,"ie.nbdc.dataset.ExploreYourShore.100956379266680035",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Julia Cooper",NA,NA,NA,NA,NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",260,NA,NA,3197821,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,NA,2023,2025-06-03
"43","Bifurcaria bifurcata R.Ross",3197821,"England",NA,NA,NA,"HUMAN_OBSERVATION",NA,"182452496","Phaeophyceae",7073593,"United Kingdom, EUROPE","Observations",NA,NA,"EUROPE",4,"United Kingdom",547,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-09-09T12:23:50",8,NA,NA,NA,NA,NA,251,"2023-09-08T16:15:13",NA,NA,"16:15:13+01:00",NA,"Sargassaceae",7733,NA,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4413863267","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,NA,"sebasthatt",NA,NA,NA,"406380458",NA,NA,NA,NA,"Sebastian Hatt","182452496",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,NA,"GB",FALSE,"NE",4413863267,"Chromista",4,NA,"2025-05-30T13:42:03.106+00:00","2025-05-30T23:36:21.712+00:00","2025-05-30T23:36:21.712+00:00",50.567538,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-4.928033,"2023-09-14T19:22:02.000+00:00",9,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/182452496",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Sebastian Hatt",NA,"https://www.inaturalist.org/observations/182452496",NA,"Sebastian Hatt",NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",251,NA,"343396",3197821,"ACCEPTED","SPECIES",NA,NA,NA,"2023-09-08 16:15:13+01:00",NA,"Padstow Bay, Wadebridge, England, GB",NA,2023,2025-06-03
"44","Bifurcaria bifurcata R.Ross",3197821,"Basse-Normandie",NA,NA,NA,"HUMAN_OBSERVATION",NA,"184377905","Phaeophyceae",7073593,"France, EUROPE","Observations",NA,NA,"EUROPE",1403,"France",547,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-09-22T13:55:58",17,NA,NA,NA,NA,NA,260,"2023-09-17T13:20:25",NA,NA,"13:20:25+02:00",NA,"Sargassaceae",7733,NA,NA,NA,NA,"France","4416643911","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,NA,"chloecorreia",NA,NA,NA,"410559167",NA,NA,NA,NA,"chloecorreia","184377905",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,NA,"FR",FALSE,"NE",4416643911,"Chromista",4,NA,"2025-05-30T13:42:03.106+00:00","2025-05-30T22:39:26.592+00:00","2025-05-30T22:39:26.592+00:00",49.690181,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-1.933936,"2023-09-22T17:59:21.000+00:00",9,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/184377905",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,"https://www.inaturalist.org/projects/estrans-de-france-intertidal-zones-of-france|https://www.inaturalist.org/projects/estrans-de-normandie","DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","chloecorreia",NA,"https://www.inaturalist.org/observations/184377905",NA,"chloecorreia",NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",260,NA,"343396",3197821,"ACCEPTED","SPECIES",NA,NA,NA,"2023-09-17 13:20:25",NA,"Écalgrain",NA,2023,2025-06-03
"45","Bifurcaria bifurcata R.Ross",3197821,"England - Devon",NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,"Phaeophyceae",7073593,"Thurlestone CP, United Kingdom, EUROPE",NA,NA,NA,"EUROPE",25,"United Kingdom",151,NA,"8a863029-f435-446a-821e-275f4f641165",NA,NA,1,NA,NA,NA,NA,NA,244,"2023-09-01",NA,NA,"13:27","Observation","Sargassaceae",7733,NA,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4880626469","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,"unknown",NA,NA,"c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved | Expert | Evidence",NA,"286568907",1,NA,"a0e05292-3d09-4eae-9f83-02ae3516283c",NA,NA,NA,FALSE,NA,NA,"GB",FALSE,"NE",4880626469,"Chromista",4,NA,"2025-05-27T18:08:05.893+00:00","2025-05-27T22:25:39.873+00:00","2025-05-27T22:25:39.873+00:00",50.27598,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Vegetative","Thurlestone CP",NA,NA,-3.882054,"2023-12-27T12:42:00.000+00:00",9,NA,NA,NA,NA,NA,"https://observation.org/observation/286568907",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","EUROPE","NL","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","User 41091",NA,NA,NA,"Stichting Observation International","field observation","Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",244,NA,NA,3197821,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,2023,2025-06-03
"46","Bifurcaria bifurcata R.Ross",3197821,"England - Devon",NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,"Phaeophyceae",7073593,"South Huish CP, United Kingdom, EUROPE",NA,NA,NA,"EUROPE",4,"United Kingdom",151,NA,"8a863029-f435-446a-821e-275f4f641165",NA,NA,3,NA,NA,NA,NA,NA,246,"2023-09-03",NA,NA,"13:07","Observation","Sargassaceae",7733,NA,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4889867571","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,"unknown",NA,NA,"c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved | Expert | Evidence",NA,"286923412",1,NA,"a0e05292-3d09-4eae-9f83-02ae3516283c",NA,NA,NA,FALSE,NA,NA,"GB",FALSE,"NE",4889867571,"Chromista",4,NA,"2025-05-27T18:08:05.893+00:00","2025-05-27T22:26:17.212+00:00","2025-05-27T22:26:17.212+00:00",50.255996,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Unknown","South Huish CP",NA,NA,-3.859037,"2023-12-27T12:42:00.000+00:00",9,NA,NA,NA,NA,NA,"https://observation.org/observation/286923412",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","EUROPE","NL","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","User 41091",NA,NA,NA,"Stichting Observation International","unknown","Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",246,NA,NA,3197821,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,2023,2025-06-03
"47","Bifurcaria bifurcata R.Ross",3197821,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,"100956379266680129","Phaeophyceae",7073593,"Dromclogh, Ireland, EUROPE","ExploreYourShore",NA,NA,"EUROPE",100,"Ireland",262,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,7,NA,NA,NA,NA,"County=Cork;Type of sighting=Alive",280,"2023-10-07",NA,NA,NA,NA,"Sargassaceae",7733,NA,NA,NA,NA,"Ireland","4921050969","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115203663",NA,NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,NA,"IE",FALSE,"NE",4921050969,"Chromista",4,NA,"2025-05-28T14:36:22.279+00:00","2025-05-28T14:36:45.406+00:00","2025-05-28T14:36:45.406+00:00",51.664037,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Dromclogh",NA,NA,-9.513192,"2025-02-25T09:09:31.000+00:00",10,NA,NA,NA,NA,NA,"ie.nbdc.dataset.ExploreYourShore.100956379266680129",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Julia Cooper",NA,NA,NA,NA,NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",280,NA,NA,3197821,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,NA,2023,2025-06-03
"48","Bifurcaria bifurcata R.Ross",3197821,"England",NA,NA,NA,"HUMAN_OBSERVATION",NA,"187469941","Phaeophyceae",7073593,"United Kingdom, EUROPE","Observations",NA,NA,"EUROPE",2,"United Kingdom",547,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-10-14T10:04:42",14,NA,NA,NA,NA,NA,287,"2023-10-14T10:59:13",NA,NA,"10:59:13+01:00",NA,"Sargassaceae",7733,NA,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4431050941","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,NA,"hamlet_ben",NA,NA,NA,"417644454",NA,NA,NA,NA,"Ben Holt","187469941",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,NA,"GB",FALSE,"NE",4431050941,"Chromista",4,NA,"2025-05-30T13:42:03.106+00:00","2025-05-30T22:47:34.917+00:00","2025-05-30T22:47:34.917+00:00",50.07659,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,NA,NA,-5.704888,"2024-05-21T11:46:09.000+00:00",10,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/187469941",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Ben Holt",NA,"https://www.inaturalist.org/observations/187469941",NA,"Ben Holt",NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",287,NA,"343396",3197821,"ACCEPTED","SPECIES",NA,NA,NA,"2023-10-14 10:59:13",NA,"Sennen Cove, Penzance TR19 7BZ, UK",NA,2023,2025-06-03
"49","Bifurcaria bifurcata R.Ross",3197821,"England",NA,NA,NA,"HUMAN_OBSERVATION",NA,"188799933","Phaeophyceae",7073593,"United Kingdom, EUROPE","Observations",NA,NA,"EUROPE",48,"United Kingdom",547,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-10-24T17:18:05",2,NA,NA,NA,NA,NA,275,"2023-10-02T18:04",NA,NA,"18:04:00+01:00",NA,"Sargassaceae",7733,NA,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4431280600","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,NA,"john_hepburn",NA,NA,NA,"420811866",NA,NA,NA,NA,"John Hepburn","188799933",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,NA,"GB",FALSE,"NE",4431280600,"Chromista",4,NA,"2025-05-30T13:42:03.106+00:00","2025-05-30T23:06:08.609+00:00","2025-05-30T23:06:08.609+00:00",50.314948,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,-4.083124,"2023-10-24T19:12:17.000+00:00",10,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/188799933","All observed during Shoresearch survey so reported to NBN separately","PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","John Hepburn",NA,"https://www.inaturalist.org/observations/188799933",NA,"John Hepburn",NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",275,NA,"343396",3197821,"ACCEPTED","SPECIES",NA,NA,NA,"2023/10/02 6:04 PM",NA,"Devon, UK",NA,2023,2025-06-03
"50","Bifurcaria bifurcata R.Ross",3197821,"Kerry",NA,NA,NA,"HUMAN_OBSERVATION",NA,"190905944","Phaeophyceae",7073593,"Ireland, EUROPE","Observations",NA,NA,"EUROPE",50,"Ireland",547,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-11-26T16:53:51",13,NA,NA,NA,NA,NA,317,"2023-11-13T14:42Z",NA,NA,"14:42:00+00:00",NA,"Sargassaceae",7733,NA,NA,NA,NA,"Ireland","4458389359","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,NA,"goldenshellback",NA,NA,NA,"430072212",NA,NA,NA,NA,"Ed Sheldon","190905944",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,NA,"IE",FALSE,"NE",4458389359,"Chromista",4,NA,"2025-05-30T13:42:03.106+00:00","2025-05-30T23:21:40.651+00:00","2025-05-30T23:21:40.651+00:00",52.361339,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-9.839745,"2023-12-06T18:11:57.000+00:00",11,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/190905944","BRP JW","PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Ed Sheldon",NA,"https://www.inaturalist.org/observations/190905944",NA,"Ed Sheldon",NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",317,NA,"343396",3197821,"ACCEPTED","SPECIES",NA,NA,NA,"2023/11/13 2:42 PM",NA,"Limestone pool",NA,2023,2025-06-03
"51","Bifurcaria bifurcata R.Ross",3197821,"Basse-Normandie",NA,NA,NA,"HUMAN_OBSERVATION",NA,"190999495","Phaeophyceae",7073593,"France, EUROPE","Observations",NA,NA,"EUROPE",3,"France",547,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-11-14T14:10:39",14,NA,NA,NA,NA,NA,318,"2023-11-14T15:09:35",NA,NA,"15:09:35+01:00",NA,"Sargassaceae",7733,NA,NA,NA,NA,"France","4440709742","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,NA,"regisgallon",NA,NA,NA,"426815599",NA,NA,NA,NA,"regisgallon","190999495",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,NA,"FR",FALSE,"NE",4440709742,"Chromista",4,NA,"2025-05-30T13:42:03.106+00:00","2025-05-30T22:31:39.041+00:00","2025-05-30T22:31:39.041+00:00",49.697173,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-1.468029,"2023-11-15T09:47:23.000+00:00",11,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/190999495",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,"https://www.inaturalist.org/projects/estrans-de-france-intertidal-zones-of-france|https://www.inaturalist.org/projects/estrans-de-normandie","DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","regisgallon",NA,"https://www.inaturalist.org/observations/190999495",NA,"regisgallon",NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",318,NA,"343396",3197821,"ACCEPTED","SPECIES",NA,NA,NA,"2023-11-14 15:09:35+01:00",NA,"Manche, Fermanville, FR",NA,2023,2025-06-03
"52","Bifurcaria bifurcata R.Ross",3197821,"Basse-Normandie",NA,NA,NA,"HUMAN_OBSERVATION",NA,"191094877","Phaeophyceae",7073593,"France, EUROPE","Observations",NA,NA,"EUROPE",8,"France",547,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-11-15T15:39:22",15,NA,NA,NA,NA,NA,319,"2023-11-15T16:39:10",NA,NA,"16:39:10+01:00",NA,"Sargassaceae",7733,NA,NA,NA,NA,"France","4442353189","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,NA,"regisgallon",NA,NA,NA,"427081814",NA,NA,NA,NA,"regisgallon","191094877",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,NA,"FR",FALSE,"NE",4442353189,"Chromista",4,NA,"2025-05-30T13:42:03.106+00:00","2025-05-30T22:43:41.270+00:00","2025-05-30T22:43:41.270+00:00",49.656432,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-1.577699,"2023-11-16T20:27:33.000+00:00",11,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/191094877",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,"https://www.inaturalist.org/projects/estrans-de-france-intertidal-zones-of-france|https://www.inaturalist.org/projects/estrans-de-normandie","DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","regisgallon",NA,"https://www.inaturalist.org/observations/191094877",NA,"regisgallon",NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",319,NA,"343396",3197821,"ACCEPTED","SPECIES",NA,NA,NA,"2023-11-15 16:39:10+01:00",NA,"Rade de Cherbourg, FR",NA,2023,2025-06-03
