"","name","mean1","mean2","sd1","sd2"
"1","GAM",0.92525,0.7705,0.0168399326997864,0.0560327285313384
"2","GLM",0.97375,0.87325,0.00713559154286922,0.0739205654740276
"3","MAXENT",0.8675,0.73875,0.0372871738448134,0.0688397898505411
"4","RF",1,1,0,0
