"","name","mean1","mean2","sd1","sd2"
"1","GAM",0.854,0.633,0.00244948974278318,0.013856406460551
"2","GLM",0.7955,0.48475,0.0215793110795193,0.0350559077284652
"3","MAXENT",0.655,0.3125,0.00408248290463863,0.0107548438699345
"4","RF",0.8335,0.594,0.00984885780179611,0.048297688005397
